word,phonetic,meaning,,
hippopotamus,[,hipə’pɔtəməs],河马,
panda,[‘pændə],熊猫 猫熊,,
lion,[‘laiən],狮,,
lynx,[liŋks],猞猁,,
panther,[‘pænθə],豹 美洲豹 黑豹,,
puma,[‘pju:mə],美洲狮,,
leopard,[‘lepəd],豹 金钱豹,,
tiger,[‘taigə],虎,,
wildcat,[‘waildkæt],野猫,,
bison,[‘baisən],美洲野牛 欧洲野牛,,
yak,[jæk],牦牛,,
badger,[‘bædʒə],獾,,
weasel,[‘wi:zəl],黄鼠狼,,
otter,[‘ɔtə],水獭,,
fox,[fɔks],狐狸,,
hyena,[hai’i:nə],鬣狗 土狼,,
wolf,[wulf],狼,,
squirrel,['skwə:rəl 'skwi- 'skwʌ-],松鼠,,
beaver,[‘bi:və],河狸 海狸,,
marmot,[‘ma:mət],旱獭 土拨鼠,,
bear,[bεə],熊,,
hare,[hεə],野兔,,
rat,[ræt],鼠,,
gopher,['gəufə],黄鼠 囊地鼠,,
mole,[məul],鼹鼠,,
monkey,[‘mʌŋki],猴子,,
chimpanzee,[tʃimpən’zi:],黑猩猩,,
gorilla,[gə’rilə],大猩猩,,
orangutan,[ɔ: ræŋu:'tæn  ɔ:ræŋ'u:tæn],猩猩,,
gibbon,[‘gibən],长臂猿,,
anteater,[‘ænt i:tə],食蚁兽,,
platypus,['plætipəs -pus],鸭嘴兽,,
kangaroo,[kængə'ru:],袋鼠,,
koala,[kəu'a:lə],考拉 树袋熊,,
hedgehog,[‘hedʒhɔg],刺猬,,
porcupine,[‘pɔ:kjupain],箭猪 豪猪,,
bat,[bæt],蝙蝠,,
whale,[hweil],鲸,,
dolphin,[‘dɔlfin],海豚,,
seal,[si:l],海豹,,
walrus,['wɔ:lrəs 'wɔl-],海象,,
phoenix,[‘fi:niks],凤凰,,
eagle,[‘i:gl],鹰,,
condor,[‘kɔndɔ:],秃鹫 秃鹰,,
hawk,[hɔ:k],鹰,,
falcon,['fælkən],猎鹰 隼,,
heron,[‘herən],鹭 苍鹭,,
kite,[kait],鸢,,
vulture,[‘vʌltʃə],秃鹫 秃鹰,,
peacock,[‘pi:kɔk],孔雀,,
duck,[dʌk],鸭,,
pelican,[‘pelikən],鹈鹕,,
cormorant,['kɔ:mərənt,鸬鹚,,
swan,[swɔn swɔ:n],天鹅,,
wild goose,[],雁 野鹅,,
pigeon,[‘pidʒin],鸽子,,
pheasant,[‘feznt],雉 野鸡,,
quail,[kweil],鹌鹑,,
ostrich,['ɔ:stritʃ 'ɔ-],鸵鸟,,
stork,[stɔ:k],鹳,,
seagull,['si:gʌl],海鸥,,
albatross,[‘ælbətrɔs],信天翁,,
kingfisher,[‘kiŋ fiʃə],翠鸟,,
woodpecker,[‘wud pekə],啄木鸟,,
parrot,[‘pærət],鹦鹉,,
cuckoo,[‘ku:ku:],杜鹃 布谷鸟,,
crow,[krəu],乌鸦,,
magpie,[‘mægpai],喜鹊,,
swallow,[‘swɔləu],燕子,,
sparrow,[‘spærəu],麻雀,,
nightingale,['naitiŋgeil -tən-],夜莺,,
canary,[kə’nεəri],金丝雀,,
starling,[‘sta:liŋ],八哥,,
thrush,[θrʌʃ],画眉,,
goldfinch,[‘gəuldfintʃ],金翅雀,,
robin,[‘rɔbin],知更鸟,,
lark,[la:k],云雀 百灵鸟,,
penguin,['peŋgwin],企鹅,,
owl,[aul],枭 猫头鹰,,
throstle,[‘θrɔsl],画眉鸟,,
snake,[sneik],蛇,,
cobra,[‘kəubrə],眼镜蛇,,
python,['paiθən -θɔn],蟒蛇 大蟒 巨蟒,,
rattlesnake,[‘rætlsneik],响尾蛇,,
lizard,[‘lizəd],蜥蜴,,
chameleon,[kə’mi:liən],变色龙,,
wall lizard,[],壁虎,,
crocodile,[‘krɔkə dail],鳄鱼,,
turtle,[‘tə:tl],龟 甲鱼；海龟,,
tortoise,[‘tɔ:təs],龟 乌龟,,
frog,[frɔg],青蛙,,
tadpole,[‘tædpəul],蝌蚪,,
toad,[təud],蟾蜍 癞蛤蟆,,
snail,[sneil],蜗牛,,
cuttlefish,[‘kʌtl fiʃ],乌贼 墨鱼,,
squid,[skwid],枪乌贼 鱿鱼,,
octopus,[‘ɔktəpəs],章鱼,,
clam,[klæm],蚌 蛤 蛤蜊,,
mussel,[‘mʌsəl],河蚌 淡菜 贻贝,,
oyster,[‘ɔistə],牡蛎 蚝,,
scallop,['skɔləp 'skæ-],扇贝,,
sea urchin,[],海胆,,
urchin,['ə:tʃin],海胆,,
goldfish,[‘gəuldfiʃ],金鱼,,
carp,[ka:p],鲤鱼,,
crucian,[‘kru:ʃən],鲫鱼,,
chub,[tʃʌb],白鮭 鲢鱼,,
eel,[i:l],鳗鱼 鳝鱼,,
herring,[‘heriŋ],青鱼 鲱鱼,,
mullet,[‘mʌlit],鲻鱼 胭脂鱼,,
perch,[pə:tʃ],鲈鱼,,
salmon,[‘sæmən],鲑鱼 大马哈鱼,,
trout,[traut],鲑鱼 鳟鱼,,
anchovy,[‘æntʃəvi],凤尾鱼 鳀鱼,,
codfish,[‘kɔd fiʃ],鳕鱼,,
sardine,[‘sa:di:n sa:’di:n],沙丁鱼,,
sailfish,[‘seilfiʃ],旗鱼,,
sea horse,[],海马,,
shark,[ʃa:k],鲨鱼,,
tunny,[‘tʌni],金枪鱼,,
prawn,[prɔ:n],对虾 明虾,,
shrimp,[ʃrimp],虾 小虾,,
crayfish,[‘krei fiʃ],小龙虾,,
lobster,[‘lɔbstə],龙虾,,
crab,[kræb],蟹,,
ant,[ænt],蚂蚁,,
termite,[‘tə:mait],白蚁,,
bee,[bi:],蜜蜂 蜂,,
honeybee,[‘hʌnibi:],蜜蜂,,
wasp,[wɔsp],黄蜂 胡蜂,,
beetle,[‘bi:tl],甲虫,,
fly,[flai],苍蝇,,
horsefly,[‘hɔ:sflai],马蝇 虻,,
flea,[fli:],跳蚤,,
louse,[laus],虱子 虱,,
spider,[‘spaidə],蜘蛛,,
mosquito,[mə’ski:təu],蚊子,,
wiggler,[‘wiglə],孑孓（蚊子的幼虫）,,
ladybug,[‘ledibʌg],瓢虫,,
firefly,[‘faiəflai],萤火虫,,
cicada,[si'ka:də -'kei-],蝉,,
dragonfly,[‘drægənflai],蜻蜓,,
cricket,[‘krikit],蟋蟀,,
locust,[‘ləukəst],蝗虫 蚂蚱,,
grasshopper,['gra:s hɔpə 'græs-],蚱蜢 蝗虫,,
mantis,[‘mæntis],螳螂,,
caterpillar,[‘kætəpilə],毛虫,,
centipede,[‘sentipi:d],蜈蚣,,
butterfly,[‘bʌtəflai],蝴蝶 蝶,,
moth,[mɔθ mɔ:θ],蛾 飞蛾,,
bug,[bʌg],臭虫 小虫,,
cockroach,['kɔkrəutʃ],蟑螂,,
scorpion,['skɔ:pjən],蝎子,,
earthworm,[‘ə:θwə:m],蚯蚓,,
fishworm,[‘fiʃwə:m],蚯蚓,,
leech,[‘li:tʃ],蚂蝗 水蛭,,
roundworm,[‘raundwə:m],蛔虫,,
actor,['æktə],男演员,,
actress,['æktris],女演员,,
singer,['siŋə],歌手 歌唱家,,
dancer,['da:nsə],舞蹈家 舞女,,
musician,[mju:'ziʃən],音乐家,,
pianist,['piænist pi'ænist],钢琴家,,
painter,['peintə],画家 油漆匠,,
teacher,[‘ti:tʃə],教师 导师,,
professor,[prəu’fesə],教授,,
headmaster,[‘hed’ma:stə],中小学校长,,
headmistress,[‘hed’mistris],中小学女校长,,
headteacher,[‘hedti:tʃə],校长,,
director,[di’rektə],导演 主任 理事,,
editor,[‘editə],编者,,
writer,[‘raitə],作家,,
reporter,[ri’pɔ:tə],记者,,
announcer,[ə’naunsə],播音员 广播员,,
journalist,[‘dʒə:nəlist],新闻工作者 新闻记者,,
worker,[‘wə:kə],工人,,
farmer,[‘fa:mə],农夫 农场主,,
fisherman,[‘fiʃəmən],渔夫,,
chemist,[‘kemist],化学家 药剂师,,
engineer,[endʒi’niə],工程师,,
explorer,[iks’plɔ:rə],探险家,,
researcher,[ri:’sə:tʃə],研究员,,
doctor,[dɔktə],医生 博士,,
nurse,[nə:s],护士 保姆,,
surgeon,[‘sə:dʒən],外科医生,,
sailor,[‘seilə],水手 海员,,
seaman,[‘si:mən],船员 水手 水兵,,
pilot,[‘pailət],飞行员 领航员,,
astronaut,['æstrənɔ:t],宇航员 航天员,,
driver,[‘draivə],驾驶员,,
athlete,[‘æθli:t],运动员,,
policeman,[pə’li:smən],警察,,
detective,[di’tektiv],侦探,,
judge,[dʒʌdʒ],法官,,
lawyer,[‘lɔ:jə],律师,,
attorney,[ə’tə:ni],律师,,
cook,[kuk],厨子厨师,,
baker,[‘beikə],面包师,,
waiter,[‘weitə],服务员 侍者,,
waitress,[‘weitris],女服务生,,
butcher,[‘butʃə],屠夫,,
clerk,[kla:k klə:k],办事员 店员 书记,,
typist,[‘taipist],打字员,,
secretary,[‘sekrətəri],秘书 书记 部长 大臣,,
salesman,[‘seilzmən],售货员 推销员,,
shopkeeper,[‘ʃɔp ki:pə],零售商 店主,,
bookseller,[‘buk selə],书商 售书员,,
tailor,[‘teilə],裁缝,,
soldier,[‘səuldʒə],军人 战士,,
postman,[‘pəustmən],邮差 邮递员,,
mailman,[‘meilmæn],邮递员,,
firefighter,['faiəfaitə],消防员,,
conductor,[kən’dʌktə],乘务员,,
librarian,[lai’brεəriən],图书管理员,,
baby-sitter,['beibi sitə],当临时保姆,,
apprentice,[ə’prentis],学徒,,
artisan,[a:ti'zæn 'a:tizən],工匠 手工业工人,,
craftsman,['krɑ:ftsmən 'kræft-],工匠 手艺人,,
specialist,[‘speʃəlist],专家 专科医生,,
employer,[im’plɔiə],雇主 老板,,
receptionist,[ri’sepʃənist],接待员,,
operator,[‘ɔpəreitə],电话接线员 经营者 操作员,,
interpreter,[in’tə:pritə],翻译员,,
photographer,[fə’tɔgrəfə],摄影师,,
playwright,[‘pleirait],剧作家,,
linguist,[‘liŋgwist],语言学家,,
botanist,[‘bɔtənist],植物学家,,
economist,[i:’kɔnəmist],经济学家,,
scientist,[‘saiəntist],科学家,,
philosopher,[fi'lɔsəfə fə-],哲学家,,
politician,[pɔli’tiʃən],政治学家 政客,,
physicist,[‘fizisist],物理学家 唯物论者,,
archaeologist,[a:ki'ɔlədʒist],考古学家,,
geologist,[dʒi’ɔlədʒist],地质学家,,
mathematician,[mæθəmə’tiʃən],数学家,,
biologist,[bai’ɔlədʒist],生物学家,,
zoologist,[zəu'ɔlədʒist zu:-],动物学家,,
statistician,[stæti'stiʃən],统计学家 统计员,,
physiologist,[fizi’ɔlədʒist],生理学家,,
futurologist,[fju:tʃə'rɔlədʒist],未来学家,,
artist,[‘a:tist],艺术家 美术家,,
composer,[kəm’pəuzə],作曲家,,
designer,[di’zainə],设计家 服装设计师,,
sculptor,[skʌlptə],雕刻家,,
model,[‘mɔdəl],模特,,
poet,[‘pəuit],诗人,,
merchant,[‘mə:tʃənt],商人,,
stewardess,['stju:ədis 'stju-],女乘务员 女服务员,,
porter,['pɔ:tə 'pəu-],守门人 行李夫 搬运工人,,
architect,[‘a:kitekt],建筑师,,
druggist,[‘drʌgist],药剂师,,
pharmacist,['f a:məsist],药剂师,,
guide,[gaid],导游 向导,,
dentist,[‘dentist],牙科医生,,
supervisor,[sju:pəvaizə],监工,,
america,[ə’merikə],美国 美洲,,
Arab,[‘ærəb],阿拉伯人,,
Australia,[ɔ’streiljə],澳洲 澳大利亚,,
Austria,[‘ɔstriə],奥地利,,
Britain,[‘britən],英国,,
Canada,[‘kænədə],加拿大,,
China,[‘tʃainə],中国,,
Egypt,[‘i:dʒipt],埃及,,
England,[‘iŋglənd],英国,,
France,[‘fra:ns],法国,,
Germany,[‘dʒə:məni],德国,,
Greece,[gri:s],希腊,,
Holland,[‘hɔlənd],荷兰,,
India,[‘indiə],印度,,
Ireland,[‘aiəland],爱尔兰,,
Italy,[‘itəli],意大利,,
Japan,[dʒə’pæn],日本,,
Spain,[spein],西班牙,,
Sweden,[‘swi:dən],瑞典,,
Swiss,[swis],瑞士人,,
Switzerland,[‘switsələnd],瑞士,,
Brazil,[brə’zil],巴西,,
Finland,[‘finlənd],芬兰,,
Norway,[‘nɔ:wei],挪威,,
Russia,[‘rʌʃə],俄罗斯,,
Belgium,[‘beldʒəm],比利时,,
Arabic,[‘ærəbik],阿拉伯语,,
Chinese,[tʃai’ni:z],中国人 汉语,,
Egyptian,[i’dʒipʃən],埃及人,,
English,[‘iŋgliʃ],英语 英国人,,
French,[frentʃ],法国人 法文,,
German,[‘dʒə:mən],德国人 德语,,
Greek,[gri:k],希腊人 希腊文,,
Irish,[‘aiəriʃ],爱尔兰人 爱尔兰语,,
Italian,[i’tæljən],意大利人 意大利语,,
Japanese,dʒæpə’ni:z],日本人 日文,,
Spanish,[‘spæniʃ],西班牙人 西班牙语,,
Dutch,[dʌtʃ],荷兰人 荷兰语,,
dollar,[‘dɔlə],美元,,
cent,[sent],分,,
quarter,[‘kwɔ:tə],二十五美分,,
buck,[bʌk],一美元,,
mark,[ma:k],马克(德国),,
pound,[paund],英镑,,
coin,[kɔin],硬币,,
bill,[bil],纸币,,
franc,[fræŋk],法郎,,
pence,[pens],便士（penny 的复数）,,
penny,[‘peni],便士,,
abyss,[ə’bis],深渊,,
continent,[‘kɔntinənt],大陆 洲,,
mountain,[‘mauntin],山 山脉,,
peak,[pi:k],山顶 巅,,
ridge,[ridʒ],山脊,,
slope,[sləup],斜坡,,
volcano,[vɔl’keinəu],火山,,
plateau,[‘plætəu],高原,,
plain,[plein],平原,,
hill,[hil],小山 山岗,,
rock,[rɔk],岩石,,
island,[‘ailənd],岛 岛屿,,
valley,[‘væli],山谷,,
bank,[bæŋk],河岸,,
current,[‘kʌrənt],水流,,
stream,[stri:m],小溪,,
source,[sɔ:s],源头,,
spring,[spriŋ],泉水,,
bed,[bed],河床,,
flood,[flʌd],洪水,,
flow,[fləu],泛滥,,
basin,[‘beisən],流域,,
canal,[kə’næl],运河,,
lake,[leik],湖泊,,
pond,[pɔnd],池塘,,
marsh,[ma:ʃ],沼泽,,
swamp,[swɔmp],沼泽,,
desert,[‘dezət],沙漠,,
forest,[‘fɔrist],森林,,
coast,[kəust],海岸,,
sea,[si:],海,,
ocean,[‘əuʃən],大洋 海洋,,
inlet,[‘inlet],小湾,,
bay,[bei],海湾 湾,,
gulf,[gʌlf],海湾,,
cliff,[klif],悬崖 峭壁,,
beach,[bi:tʃ],海滩,,
shore,[ʃɔ:],海滨 海岸,,
coral,[‘kɔ:rəl],珊瑚,,
tide,[taid],潮,,
wave,[weiv],浪,,
strait,[streit],海峡,,
waterfall,[‘wɔ:təfɔ:l],瀑布,,
cascade,[kæs’keid],小瀑布,,
brook,[bruk],小溪 小河,,
mainland,[‘meinlənd],大陆,,
prairie,[‘prεəri],大草原 牧场,,
peninsula,[pi’ninsjulə],半岛,,
iceberg,[‘aisbə:g],冰山,,
glacier,[‘glæsjə],冰川 冰河,,
mathematics,mæθə’mætiks],数学,,
arts,[a:ts],文科,,
science,[‘saiəns],理科,,
history,[‘histəri],历史,,
geometry,[dʒi’ɔmitri],几何,,
geography,[dʒi’ɔgrəfi],地理,,
geology,[dʒi’ɔlədʒi],地质学,,
biology,[bai’ɔlədʒi],生物,,
chemistry,[‘kemistri],化学,,
physics,[‘fiziks],物理,,
literature,[‘litərətʃə],文学,,
sociology,[səusi’ɔlədʒi],社会学,,
philosophy,[fi’lɔsəfi],哲学,,
psychology,[psai’kɔlədʒi],心理学,,
engineering,[endʒi’niəriŋ],工程学,,
medicine,[‘medisin],医学,,
agriculture,[‘ægrikʌltʃə],农学,,
astronomy,[ə’strɔnəmi],天文学,,
economics,[i:kə’nɔmiks],经济学,,
politics,[‘pɔlitiks],政治学,,
law,[lɔ:],法学,,
finance,[fai’næns],财政学,,
architecture,[‘a:kitektʃə],建筑学,,
able,['eibl],有能力的,,
acid,['æsid],酸的,,
angry,['æŋgri],发怒的,,
automatic,[ɔ:tə'mætik],自动的,,
beautiful,['bju:tiful],美丽的,,
boiling,['bɔiliŋ],沸腾的,,
bright,[brait],明亮的,,
broken,['brəukən],损坏的,,
cheap,[tʃi:p],便宜的,,
chief,[tʃi:f],首要的,,
clean,[kli:n],干净的,,
clear,[kliə],清澈的,,
common,['kɔmən],普通的,,
complex,['kɔmpleks],复杂的,,
conscious,['kɔnʃəs],有意识的,,
cut,[kʌt],切过的,,
deep,[di:p],深的,,
dependent,[di'pendənt],依靠的,,
elastic,[i'læstik],有弹性的,,
electric,[i'lektrik],电的,,
equal,['i:kwəl],相等的,,
fertile,['fə:tail],多产的,,
fixed,[fikst],固定的,,
flat,[flæt],平的,,
frequent,['fri:kwənt fri'kwent],频繁的 经常的,,
general,['dʒenərəl],一般的,,
great,[greit],伟大的,,
hanging,['hæŋiŋ],悬挂的,,
hard,[ha:d],硬的 困难的,,
healthy,['helθi],健康的,,
hollow,['hɔləu],空的 空心的,,
important,[im'pɔ:tənt],重要的,,
kind,[kaind],亲切的,,
living,['liviŋ],活的,,
male,[meil],男性的,,
married,['mærid],已婚的,,
material,[mə'tiəriəl],物质的,,
medical,['medikəl],医学的,,
military,['militəri],军事的,,
natural,['nætʃərəl],自然的,,
necessary,['nesisəri],必要的,,
normal,['nɔ:məl],正常的,,
parallel,['pærəlel],平行的,,
past,[pa:st pæst],过去的,,
physical,['fizikəl],身体的 物质的,,
political,[pə'litikəl],政治的,,
poor,[puə pɔ:],贫穷的 可怜的 贫乏的,,
possible,['pɔsəbl],可能的,,
present,['prezənt pri'zent],在场的 现在的,,
private,['praivit],私人的 个人的 私有的,,
probable,['prɔbəbl],很可能的,,
quick,[kwik],快的,,
quiet,['kwaiət],安静的,,
regular,['regjulə],定期的 有规律的 整齐的,,
responsible,[ri'spɔnsəbl],负责任的,,
separate,['sepəreit 'sepərit],分开的,,
serious,['siəriəs 'si:r-],严重的 严肃的,,
sharp,[ʃa:p],锋利的,,
smooth,[smu:ð],平滑的,,
sticky,['stiki],粘的,,
stiff,[stif],呆板的 僵硬的,,
straight,[streit],直的,,
strong,[strɔŋ strɔ:ŋ],强壮的 坚固的,,
sudden,['sʌdən],突然的,,
sweet,[swi:t],甜的,,
thick,[θik],厚的,,
tight,[tait],紧的,,
tired,['taiəd],疲倦的,,
TRUE,[tru:],真实的,,
violent,['vaiələnt],激烈的 暴力的,,
warm,[wɔ:m],温暖的,,
wet,[wet],湿的,,
wide,[waid],宽阔的,,
wise,[waiz],聪明的 明智的,,
young,[jʌŋ],年青的,,
awake,[ə'weik],清醒的,,
bent,[bent],弯曲的,,
bitter,['bitə],苦的,,
certain,['sə:tən],肯定的,,
complete,[kəm'pli:t],完整的,,
cruel,['kru:əl],残酷的,,
dark,['da:k],黑暗的,,
dead,[ded],死的,,
expensive,[ik'spensiv],昂贵的,,
delicate,['delikət],纤弱的 微妙的,,
different,['difərənt],不同的,,
dirty,['də:ti],脏的,,
dry,[drai],干的,,
FALSE,[fɔ:ls],假的,,
female,['fi:meil],女性的,,
foolish,['fu:liʃ],愚蠢的,,
future,['fju:tʃə],未来的,,
loose,[lu:s],松的,,
loud,[laud],大声的,,
low,[ləu],低的,,
mixed,[mikst],混合的,,
narrow,['nærəu],窄的 狭窄的,,
opposite,['ɔpəzit -sit],相反的 对面的 对立的,,
public,['pʌblik],公众的,,
rough,[rʌf],粗糙的 粗暴的,,
sad,[sæd],悲哀的,,
safe,[seif],安全的,,
secret,['si:krit],秘密的,,
short,[ʃɔ:t],短的 矮的,,
shut,[ʃʌt],关闭的,,
simple,['simpl],简单的,,
slow,[sləu],慢的,,
small,[smɔ:l],小的,,
soft,[sɔft sɔ:ft],柔软的,,
solid,['sɔlid],固体的 结实的 纯的,,
special,['speʃəl],特殊的,,
strange,[streindʒ],奇怪的,,
thin,[θin],薄的,,
weak,[wi:k],弱的,,
wrong,[rɔŋ rɔ:ŋ],错误的,,
trust,[‘trʌst],托拉斯,,
investment,[in’vestmənt],投资,,
bank,[bæŋk],银行,,
cheque,[tʃek],支票 (美作:check),,
transfer,[træns’fə:],转让 转帐 过户,,
cash,[kæʃ],现金,,
change,[tʃeindʒ],零钱,,
bill,[bil],钞票 纸币,,
saving,[‘seiviŋ],存款,,
quotation,[kwəu’teiʃən],报价单,,
share,[ʃεə],股份 股票（英）,,
bond,[bɔnd],债券,,
interest,[‘intrist],利息,,
discount,[‘diskaunt],折扣,,
insurance,[in’ʃuərəns],保险,,
mortgage,[‘mɔ:gidʒ],抵押,,
drawing,[‘drɔ:iŋ],取出存款 提款,,
allowance,[ə’lauəns],补贴 津贴,,
subsidy,[‘sʌbsidi],补贴 补助金 津贴,,
output,[‘autput],产出 产量,,
productive,[prəu’dʌktiv],生产的,,
goods,[gudz],商品 货物,,
supply,[sə’plai],供应 补给,,
input,[‘input],投入,,
productivity,[prɔdʌk'tivəti ],生产率 生产力,,
cost,[kɔst],成本 费用,,
expenditure,[iks’penditʃə],开支 支出,,
income,[‘inkʌm],收入 收益,,
earnings,[‘ə:niŋz],收入 利润 收益,,
duty,[‘dju:ti],【税收】关税,,
tax,[tæks],税,,
commerce,[‘kɔmə:s],商业 贸易,,
trade,[treid],贸易,,
import,[im’pɔ:t ‘impɔ:t],进口,,
export,[ik’spɔ:t ‘ekspɔ:t],出口,,
item,[‘aitəm],项目 细目,,
manufacturer,[mænju’fæktʃərə],制造商 制造厂,,
merchant,[‘mə:tʃənt],商人,,
consumer,[kən’sju:mə],消费者 用户,,
client,[‘klaiənt],顾客 客户,,
customer,[‘kʌstəmə],顾客 客户,,
purchase,[‘pə:tʃəs],购买,,
sale,[seil],销售,,
competition,[kɔmpi’tiʃən],竞争,,
competitive,[kəm’petitiv],竞争的,,
consumption,[kən’sʌmpʃən],消费,,
demand,[di’ma:nd],需求,,
outlet,[‘autlet],销路,,
offer,[‘ɔfə],提供 报盘 发价,,
monopoly,[mə’nɔpəli],垄断,,
forecast,[‘fɔ:ka:st],预测,,
budget,[‘bʌdʒit],预算,,
plan,[plæn],计划,,
estimate,[‘estimeit],估价,,
journal,[‘dʒə:nəl],日记 日志 日记账,,
turnover,[‘tə:n əuvə],营业额 销售额,,
deficit,[‘defisit],亏空 亏损 赤字,,
sum,[sʌm],总数 全额,,
amount,[ə’maunt],总数 总值,,
bill,[bil],汇票 (美作:check),,
receipt,[ri’si:t],收据,,
law,[lɔ:],法律,,
draft,[dra:ft],草案,,
bill,[bil],法案 议案,,
clause,[klɔ:z],条款,,
legislation,[ledʒis’leiʃən],立法,,
legal,[‘li:gəl],法律的 合法的 依法的,,
abolish,[ə’bɔliʃ],废除 废止 取消,,
prescription,[pris’kripʃən],剥夺公权,,
judge,[dʒʌdʒ],法官 审判员 判决 审理,,
jury,[‘dʒuəri],陪审团,,
lawyer,[‘lɔ:jə],律师 法律顾问,,
attorney,[ə’tə:ni],律师 代理人,,
inquiry,[in’kwaiəri],询问 调查,,
hearing,[‘hiəriŋ],审讯 审问,,
examination,[ig zæmi’neiʃən],讯问 质问,,
evidence,[‘evidəns],证据 证词,,
arrest,[ə’rest],逮捕,,
responsibility,[ri spɔnsə’biliti],责任 职责,,
liability,[laiə’biləti],责任 债务 负债,,
sue,[sju:],起诉 控告,,
action,[‘ækʃən],诉讼,,
claim,[kleim],索赔,,
complaint,[kəm’pleint],控告 申诉,,
justice,[‘dʒʌstis],法官 司法 正义,,
trial,[‘traiəl],审理 审讯 审判,,
plead,[pli:d],辩护,,
plea,[pli:],辩护 抗辩,,
proof,[pru:f],证据 证词,,
evidence,[‘evidəns],证据 证词,,
dock,[dɔk],被告席,,
sentence,[‘sentəns],宣判 判决,,
convict,[kən’vikt],囚犯 罪犯,,
appeal,[ə’pi:l],上诉,,
crime,[kraim],罪行 犯法,,
offence,[ə’fens],违法 (美作:offense),,
criminal,[‘kriminəl],罪犯,,
attempt,[ə’tempt],未遂罪,,
threat,[θret],恐吓 威胁,,
menace,[‘menəs],恐吓 威胁,,
murder,[‘mə:də],谋杀 杀人,,
plot,[plɔt],密谋 阴谋 策划,,
theft,[θeft],盗窃 偷,,
fraud,[frɔ:d],欺骗 骗子,,
penalty,[‘penəlti],罚款 罚金 处罚,,
prison,[‘prizən],监狱 (美作:jail[dʒeil]),,
prisoner,[‘prizənə],囚犯,,
gaol,[dʒeil],监狱 (美作:jail),,
fine,[fain],罚款,,
allowance,[ə’lauəns],津贴 补贴,,
lease,[li:s],租约,,
transfer,[træns’fə:],转让 过户,,
assignment,[ə’sainmənt],转让,,
file,[fail],文件,,
will,[wil],遗嘱,,
heir,[εə],继承人,,
tutor,[‘tju:tə],（未成年人）监护人,,
guardian,[‘ga:diən],监护人,,
earth,[ə:θ],地球,,
moon,[mu:n],月亮,,
sun,[sʌn],太阳,,
star,[sta:],星,,
planet,[‘plænit],行星,,
Venus,[‘vi:nəs],金星,,
Jupiter,[‘dʒu:pitə],木星,,
Mercury,[‘mə:kjuri],水星,,
Mars,[ma:z],火星,,
Saturn,[‘sætən],土星,,
Uranus,[‘juərənəs],天王星,,
Neptune,[‘neptju:n],海王星,,
Pluto,[‘plu:təu],冥王星,,
constellation,kɔnstə’leiʃən],星座,,
Taurus,['tɔ:rəs],金牛座,,
Aries,['εəri:z],白羊座,,
Cancer,['kænsə],巨蟹座,,
Gemini,['dʒeminai],双子座,,
Scorpio,['skɔ:piəu],天蝎座,,
Leo,['li:əu],狮子座,,
Libra,['laibrə 'li:-],天秤座,,
Virgo,['və:gəu],处女座,,
Aquarius,[ə'kwεəriəs],宝瓶座 水瓶座,,
Capricorn,['kæprikɔ:n],魔蝎座 山羊座,,
Sagittarius,sædʒi'tεəriəs],射手座 人马座,,
Pisces,['pisi:z; 'pai-],双鱼座,,
asteroid,[‘æstərɔid],小行星,,
comet,[‘kɔmit],彗星,,
equator,[i’kweitə],赤道,,
galaxy,[‘gæləksi],银河系,,
gravity,[‘græviti],重力,,
latitude,[‘lætitju:d],纬度,,
longitude,[‘lɔndʒitju:d],经度,,
meteor,[‘mi:tiə],流星,,
meteorite,[‘mi:tiərait],陨星,,
nebula,[‘nebjulə],星云,,
orbit,[‘ɔ:bit],轨道,,
revolution,revə’lu:ʃən],公转,,
satellite,[‘sætəlait],卫星,,
